t,f,dt
0,0,0
0.005,1.1812878453199005e-10,0.005
0.01,1.7265341933914158e-11,0.005
0.015,3.8354042164456814e-12,0.004999999999999999
0.02,0.7074304483598511,0.005000000000000001
0.0202,150.03471478754295,0.0001999999999999988
0.020399999999999998,73.58903287950174,0.0001999999999999988
0.020599999999999997,82.62346875561559,0.0001999999999999988
0.020799999999999996,2.3166328257177353,0.0001999999999999988
0.021667529677396297,5.911987501796855,0.0008675296773963011
0.021867529677396295,145.82985847143914,0.0001999999999999988
0.022067529677396294,9.77706797617186,0.0001999999999999988
0.02276121059018353,4.357394899384388,0.0006936809127872368
0.023699347631638612,3.126259415433564,0.000938137041455081
0.02389934763163861,173.39795585344453,0.0001999999999999988
0.02409934763163861,23.99462715813015,0.0001999999999999988
0.024429403611273492,24.633151591591986,0.00033005597963488287
0.0248050001953168,16.08436717983346,0.0003755965840433091
0.025328271844962433,4.195525795705513,0.0005232716496456312
0.02696767539451044,2.270361337448467,0.0016394035495480089
0.02727426836265641,8.086048670490873,0.00030659296814596754
0.027474268362656408,132.3650484363357,0.0001999999999999988
0.027674268362656407,23.753112747054466,0.0001999999999999988
0.028006866835281603,29.170614150184324,0.00033259847262519585
0.028345592671970704,24.200933441176712,0.00033872583668910147
0.028729007328019474,11.476075853651379,0.00038341465604876945
0.0294051999891213,1.3568274545596846,0.0006761926611018251
0.034097757385026954,0.852654691191285,0.0046925573959056555
0.03429775738502695,92.86337353597276,0.0001999999999999988
0.03449775738502695,16.352442362423027,0.0001999999999999988
0.03483240086068553,22.09737102423548,0.00033464347565857755
0.03523778376379931,23.565631672219393,0.00040538290311378095
0.03565454499511295,21.730542357240147,0.0004167612313136365
0.036097358564962045,17.622500394650594,0.0004428135698490987
0.036614957811351496,11.21939089314931,0.000517599246389451
0.037356785900573265,3.8807887497386706,0.0007418280892217688
0.03919959459291406,3.066546604016721,0.0018428086923407971
0.041059715048891346,4.662167320533116,0.0018601204559772835
0.04309071832909155,4.656132885844755,0.0020310032802002068
0.04519174265668753,3.9324751741155013,0.002101024327595978
0.04755790900012451,3.0303820035975098,0.002366166343436976
0.050484323937693434,1.3083058554620033,0.0029264149375689275
0.05548432393769343,0.5743340254163454,0.0049999999999999975
0.06048432393769343,0.6130547612564408,0.0049999999999999975
0.06548432393769343,0.633722027675667,0.0050000000000000044
0.07048432393769344,0.6304044014641701,0.0050000000000000044
0.07548432393769344,0.6142660817580534,0.0050000000000000044
0.08048432393769345,0.6017936947540028,0.0050000000000000044
0.08548432393769345,0.6031000032336862,0.0050000000000000044
0.09048432393769346,0.6185657457132431,0.0050000000000000044
0.09548432393769346,0.6415458822122342,0.0050000000000000044
0.10048432393769346,0.6643788602969386,0.0050000000000000044
0.10548432393769347,0.6885293538746307,0.0050000000000000044
0.11048432393769347,0.7268225760236247,0.0050000000000000044
0.11548432393769348,0.7291411264814639,0.0050000000000000044
0.12048432393769348,0.6561069929738669,0.0050000000000000044
0.1254843239376935,0.7512346077357039,0.0050000000000000044
0.1304843239376935,0.9249645688584152,0.0050000000000000044
0.1354843239376935,0.9302147998356779,0.0050000000000000044
0.1404843239376935,0.5435500672944513,0.0050000000000000044
0.1454843239376935,1.7746080646641182e-11,0.0050000000000000044
